NameR366,MasterID_...2,SampleIDNO,Watersourcetype,watersourcetype2,Dateofvisit2,Division,Parish,Villagetown,Sampletaken,Riskofcontamination10,Topography,LandcoverUnDevelopedorDeveloped,Turbidity,pH,Temp_°C,Electricalconductivity,functionalV1,knownfunctionalproblem,SampleIDNO_R366,MasterID__A,NameR366_A,MasterID__B,__1_1WaterSourceNameNyingwangpii,InterviewersCode,CompletedDateddmmNinodweemakitye,_1_1_WaterSourceIdentificationN,MasterID__C,_1_1name,_1_1subcounty,_1_1Parish,_1_2_a_WUCmgmt,_1_2_b_privmgt,_1_2_c_NGOmgmt,_1_2_d_Unmanaged,_1_7Acholi,_1_7English,_1_7LangOther,_1_9_Positionrespond,_2_1_responsible,_2_2_a_Caretaker,_2_2_b_ caretakerpaid,_2_2_c_ caretakerwage,_2_2_d_caretakerhours,_2_3_inspectorvisits,_2_4WUCAdmin,_2_4WUCfeecollect,_2_4WUCfinmgmt,_2_4WUCtechnical,_2_4WUCother,_2_5_meetatt,_2_6_meetsched,_2_7_ meetmonth,_2_8_meetcommunity,_2_9_meetminutes,_2_10_minutesviewed,_2_11_WUCpay80,_2_12_a_ pubmeet,_2_12_b_pubmeetyear,_2_13_a_meetaccount,_2_13_b_meetaccountyr,_3_1_a_functional,functionalinferred,_3_1_b_openallday,_3_1_c_opentimes,_3_1_d_primaryuse,_3_1_e_whynffees,_3_1_e_whynffinmgmt,_3_1_e_whynfctech,_3_1_e_whynfadmin,_3_1_e_whynfother,_3_1_e_whynfotherB,_3_1_f_Howlongnf,_3_2_firstdaylastbreak,_3_3_a_lengthbreakdown,_3_3_b_costrepair,_3_3_d_nowater,_3_3_d_notenoughwater,_3_3_d_contaminated,_3_3_d_otherproblem,_3_4_a_breaklastyear,_3_4_b_breaklast2weeks,_3_5_a_pplcantaccess,_3_5_b_pplcantafford,_3_5_c_useunimproved,_3_5_c_neighborhelp,_3_5_c_dontknow,_3_5_c_other,_3_6_enoughwater,_4_0_yearbuilt,_4_1_datebuilt,_4_2_regularuserhhs,_4_3_a_authorizedlist,_4_3_b_authorizedhhs,AuthorizedusersdividedbyAllUsers,_4_3_c_updateduserlist,_4_3_d_listshown,__4_3_e_Howmanyhouseholdsareonth,VerifiedusersdividedbyAllUsers,_4_4_feecollectionsystem,_4_5_feeregular,_4_6_a_monthlyfee,_4_6_a_perJCfee,_4_6_a_otherfeetype,_4_6_a_otherfeetypeB,_4_6_b_percentfeesmonthly,_4_6_b_percentfeesperJC,_4_6_b_percentfeesother,_4_6_b_percentfeesdontknow,_4_7_HHswhopaid,_4_8_idealfeecollection,Idealfeesdividedbyallusers,_4_9_actualmonthlyfees,Actualfeesdividedbyidealfees,reportedfeesdividedbyallusers,_4_10_knownHHscantpay,_4_11_a_feecollectrecords,_4_11_b_feerecordsshown,_4_11_c_recordedfeeslastmonth,verifiedfeesdividedbyallusers,_4_12_reactive,_4_13_reportedsavings,_4_14_a_finmgmtrecords,_4_24_b_finmgmtrecshown,_4_14_b_namenumber,_4_14_c_verifiedsavings,__4_14_cDateofrecord,__4_15_savingsstorage,_4_15_savingsstorageother,_4_16_fencing,_4_16_sanitation,_4_16_dontknow,_4_16_fundsaccumulate,_4_16_preventmaint,_4_16_refunds,_4_16_neverrepair,_4_16_othernonwash,_4_16_othernonwashB,_4_17_planOandM,_4_18_enoughfundsrepair,_4_19_personrepair,_4_20_persontrained,_5_0_latrineaccess,_5_1_a_facilitator,_5_1_b_facilitatoryear,_5_1_b_facilitatordate,_5_1_c_whofacilitated,_5_1_c_whofacilitatedother,_5_2_a_ODFdeclaration,_5_2_b_ODFwhen,_6_1_irritated,_6_2_trustworthy,_6_3_interviewquality,_6_4_familypresent,_6_4_nonfamilypresent,_6_4_Totalpresent,_6_5_comments,TTC,TTCGE1,TTCGE10,TTCGE50,TTCGE100,TTCGE125,Unmanaged,MasterID_...165,Superclean_ID,latitude,longitude,OBJECTID2,Proxalt,ProxNWSC,Proxaltfunc,ProxaltfuncNWSC,Proxbore,Proxfuncbore,Proxprotect,Proxfuncprotect,ProxfuncprotectNWSC,ProxTC,Proxmarsh,ProxfunctTTC<125,ProxfunctprotectTTC<125,ProxfunctprotectTTC<125NWSC,Avgprox3func,Avgprox3funcNWSC,Avgprox3funcprotect,Avgprox3funcprotectNWSC
Remand Home BH,11,12,BHWHP,1,2/27/18,Laroo,Pece Prison,Pece Prison,1,3,2,0,0,5.81,26.1,64us/32ppm,1,1,12,11,Remand Home BH,11,REMAND HOME,0,17/9,11,11,REMAND HOME,1,1,NA,NA,1,0,NA,1,NA,8,10,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,15/6/2018,0.75,113500,1,NA,NA,NA,1,0,0,Don’t knowPe angeyo,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,18,0,NA,NA,NA,NA,NA,NA,1,1,1500,NA,NA,NA,100,NA,NA,NA,17,NA,NA,20000,NA,1111.111084,NA,1,1,28500,1583.333374,4,27750,0,NA,NA,NA,NA,5,KEPT IN OFFICE,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,97.5,1,2014,2014,GovernmentGamente,NA,0,NA,0,1,0,1,1,2,NA,0,0,0,0,0,0,0,11,297,2.7751,32.31806667,300,399.1807022,119.8821333,399.1807022,119.8821333,463.149502,463.149502,399.1807022,399.1807022,399.1807022,2272.710229,443.9320798,399.1807022,399.1807022,399.1807022,411.5045152,138.381703,411.5045152,138.381703
Wang Owayi,12,13,DWWHP,4,2/27/18,Laroo,Pece Prison,Pece Prison,1,2,0,1,0,5.61,25.8,202us/101ppm,1,0,13,12,Wang Owayi,12,WANG OWAYI,0,24/9,12,12,WANG OWAYI,1,1,1,NA,NA,0,1,NA,NA,1,2,1,1,5000,300,4,1,NA,1,NA,NA,5,1,6,1,0,NA,1,1,4,0,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,20/8/2018,4,12000,NA,NA,NA,NA,1,0,20,20,NA,NA,NA,CHILDREN FETCH FOR THEM,1,NA,Don’t knowPe angeyo,50,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,13,15000,300,15000,1,300,20,1,1,NA,NA,4,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,99,1,2017,2017,NGODul ma pe jenge ikom gamente,WHA,0,NA,0,1,0,2,0,2,NA,0,0,0,0,0,0,0,12,292,2.778833333,32.31733333,295,166.8767117,369.5753203,166.8767117,166.8767117,166.8767117,166.8767117,166.8767117,166.8767117,166.8767117,2300.799453,19.98940511,166.8767117,166.8767117,166.8767117,183.357322,183.357322,214.8688855,214.8688855
Royal Inn BH,13,14,BHWHP,1,3/7/18,Laroo,agwee,limo,1,1,2,0,0,6.77,28.7,258us/128ppm,1,0,14,13,Royal Inn BH,13,ROYAL INN BOREHOLE,6,24/8/2018,14,13,ROYAL INN BOREHOLE,1,1,NA,1,NA,0,NA,1,NA,8,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,24/8/2015,1800,1.00E+06,NA,1,NA,NA,0,0,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,2008,2008,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,90,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,NA,1,1,NA,125,1,1,1,1,1,0,13,192,2.77735,32.30126667,205,245.4131154,68.14728812,245.4131154,68.14728812,245.4131154,245.4131154,245.4131154,245.4131154,245.4131154,730.0283655,151.0628139,245.4131154,245.4131154,245.4131154,259.34867,109.526743,318.6298606,109.526743
Lamdogi,14,15,PS,5,2/28/18,Laroo,Queens,Awere,1,7,1,1,0,5.62,26.7,284us/ 142ppm,1,0,15,14,Lamdogi,14,LAMDOGI PROTECTED SPRING,6,24/8/2018,15,14,LAMDOGI PROTECTED SPRING,1,1,NA,NA,NA,1,1,NA,NA,6,7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,NA,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,1000,0,NA,NA,NA,NA,NA,NA,1,0,1000,NA,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,95,0,NA,NA,NA,NA,0,NA,0,1,0,0,4,4,NA,15,1,1,0,0,0,0,14,178,2.774333333,32.29858333,191,343.5243098,74.40146772,343.5243098,74.40146772,383.6424149,383.6424149,383.6424149,383.6424149,383.6424149,301.3592823,46.8237216,383.6424149,383.6424149,383.6424149,369.7378253,77.5608098,391.7183225,77.5608098
Wang min Reagan,15,16,ODW,3,2/28/18,Laroo,Queens,Awere,1,9,0,1,0,5.68,26.5,398us/ 200ppm,1,0,16,15,Wang min Reagan,15,WANG MIN REAGAN,6,24/08,15,15,WANG MIN REAGAN,1,1,NA,1,NA,0,1,NA,NA,7,8,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,ASK FOR HELP,1,2010,3/6/10,390,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,10,NA,NA,NA,9,390000,1000,20000,0.051282052,51.28205109,5,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,5,FOR HER OWN USE,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,100,1,2018,1/3/18,GovernmentGamente,NA,Don’t knowPe angeyo,NA,0,1,0,1,1,2,NA,125,1,1,1,1,1,1,15,194,2.7749,32.30161667,207,42.31278767,87.62500216,42.31278767,42.31278767,223.1777025,223.1777025,223.1777025,223.1777025,223.1777025,542.6967599,48.86223942,223.1777025,223.1777025,223.1777025,143.2723872,98.08815371,229.0014247,166.5228593
Wang Mama,16,17,US,6,2/28/18,Laroo,Queens,Awere,1,4,0,1,0,5.64,26.6,277us/139ppm,1,0,17,16,Wang Mama,16,WANG MAMA,1,24/08,12,16,WANG MAMA,1,1,NA,1,NA,0,1,NA,NA,7,6,1,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,Get water from a neighborGamo ki bot girani,NA,Send children,1,NA,Don’t knowPe angeyo,280,0,NA,NA,NA,NA,NA,NA,1,1,1500,5,NA,NA,80,20,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,4,NA,0,NA,NA,NA,NA,5,NOT SAVED,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,70,1,Don't know Pe angeyo,Don't know Pe angeyo,OtherMukene,MEDICAL PERSONNEL,0,NA,0,1,0,0,2,2,NA,125,1,1,1,1,1,0,16,200,2.7748,32.30198333,213,42.31278767,122.6511781,42.31278767,42.31278767,210.1511575,210.1511575,210.1511575,210.1511575,210.1511575,567.3126084,66.71233494,210.1511575,210.1511575,210.1511575,129.0207215,100.3054565,212.2412321,181.8478824
Wang Okello,17,18,US,6,2/28/18,Laroo,Holy Rosary,Holy Rosary,1,6,0,1,0,6.06,25.4,378us/189ppm,1,0,18,17,Wang Okello,17,WANG OKELLO,1,24/08,18,17,WANG OKELLO,1,1,NA,NA,NA,1,1,NA,NA,6,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,Get water from a neighborGamo ki bot girani,NA,Send children,0,2012,Oct-12,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,75,1,Don't know Pe angeyo,Don't know Pe angeyo,OtherMukene,MEDICAL PERSONNELS,1,NA,0,1,0,2,0,2,She suggested that it was the L C to be interviewed,125,1,1,1,1,1,1,17,210,2.775566667,32.30293333,223,76.973487,250.5996896,76.973487,76.973487,271.8950505,271.8950505,142.0261233,142.0261233,142.0261233,703.2257743,10.15069298,142.0261233,142.0261233,142.0261233,118.317338,118.317338,229.7438079,221.5069545
Wang Otto,18,19,US,6,2/28/18,Laroo,Holy Rosary,Holy Rosary,1,9,0,1,0,5.69,26.5,380us/ 190ppm,1,0,19,18,Wang Otto,18,WANG OTTO,1,24/08,19,18,WANG OTTO,1,1,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,80,Don’t knowPe angeyo,NA,Get water from a neighborGamo ki bot girani,NA,Send children,1,2007,8/9/07,800,1,400,0.5,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,70,1,2010,8/11/10,OtherMukene,MEDICAL PERSONNEL,0,NA,0,1,0,1,0,1,NA,125,1,1,1,1,1,0,18,217,2.77575,32.3036,229,76.973487,325.4046429,76.973487,76.973487,308.482617,308.482617,106.2750667,106.2750667,106.2750667,774.9927837,3.681794197,106.2750667,106.2750667,106.2750667,130.6818423,130.6818423,243.2726069,243.2726069
Ebenezer BH,19,20,BHWHP,1,2/28/18,Laroo,Forest,Forest,1,3,0,0,0,5.87,26.9,137us/69ppm,1,0,20,19,Ebenezer BH,19,EBENEZER P/S BH,0,13/9,19,19,EBENEZER P/S BH,1,1,NA,NA,1,0,1,NA,NA,8,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/8/2018,1,3.00E+05,NA,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,40,1,40,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,80,NA,NA,NA,NA,NA,0,NA,0,1,0,0,1,1,NA,0,0,0,0,0,0,0,19,279,2.781783333,32.3148,285,249.5902893,155.6834024,285.0604562,155.6834024,285.0604562,285.0604562,249.5902893,285.0604562,285.0604562,2187.581476,264.1221193,285.0604562,285.0604562,285.0604562,334.1399027,156.0771796,340.5996016,156.0771796
Wang Ojoko,20,21,US,6,3/1/18,Laroo,Pece Prison,Lukung,1,8,0,1,0,5.6,26.2,80us/ 40ppm,1,0,21,20,Wang Ojoko,20,WANG OJOKO,1,24/8/2018,21,20,WANG OJOKO,1,1,NA,NA,NA,1,1,1,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,0,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,30,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,100,1,2017,Jun-17,OtherMukene,VILLAGE HEALTH TEAM (V.H.T),0,NA,0,1,0,NA,1,1,NA,7,1,0,0,0,0,1,20,272,2.778383333,32.31421667,278,60.41592505,410.0671779,60.41592505,60.41592505,103.9057097,103.9057097,103.9057097,103.9057097,103.9057097,1959.215145,4.60363655,60.41592505,103.9057097,103.9057097,115.3740606,115.3740606,170.0295614,170.0295614
Wang James,21,22,US,6,3/1/18,Laroo,Pece Prison,Lukung,1,6,0,1,0,5.29,26.2,209us/ 105ppm,1,0,22,21,Wang James,21,WANG JAMES,3,24/08,22,21,WANG JAMES,1,1,NA,NA,NA,1,1,1,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,0,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,20,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,100,1,2017,Jun-17,OtherMukene,VILLAGE HEALTH TEAM (V.H.T),0,NA,0,1,0,1,1,2,GOOD INTERVIEW,42,1,1,0,0,0,1,21,270,2.778283333,32.31368333,276,60.41592505,368.6401096,60.41592505,60.41592505,147.0536531,147.0536531,147.0536531,147.0536531,147.0536531,1900.092024,5.626781791,60.41592505,147.0536531,147.0536531,129.9784572,129.9784572,191.187876,191.187876
Lamwaka BH,22,23,BHWHP,1,3/1/18,Laroo,Pece Prison,Lukung,1,5,2,0,0,5.81,26,185us/ 92ppm,1,0,23,22,Lamwaka BH,22,LAMWAKA BOREHOLE,3,30/08,23,22,LAMWAKA BOREHOLE,1,1,NA,1,NA,0,1,NA,NA,7,6,1,0,NA,240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,10/7/17,4,1208000,1,NA,NA,NA,1,0,30,50,NA,Get water from a neighborGamo ki bot girani,NA,NA,1,1998,7/1/98,31,1,31,1,1,1,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,31,31000,1000,26000,0.838709652,838.7096558,30,1,1,31000,1000,4,56000,1,2,NA,56000,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,0,100,1,2017,16/3/2017,OtherMukene,VILLAGE HEALTH TEAM (V.H.T),0,NA,0,1,0,2,1,3,Complained about water point being taken away from her by some other people,0,0,0,0,0,0,0,22,254,2.775366667,32.3103,262,206.2233745,20.56240099,206.2233745,20.56240099,298.761927,298.761927,298.761927,298.761927,298.761927,1435.584269,203.1271059,298.761927,298.761927,298.761927,272.4598329,62.44309585,321.0108227,62.44309585
Wang Kweyo,23,24,PS,5,3/1/18,Laroo,Pece Prison,Lukung,1,6,0,1,0,5.53,25.9,249us/ 124ppm,1,0,24,23,Wang Kweyo,23,WANG KWEYO,3,24/08,24,23,WANG KWEYO,1,1,NA,NA,NA,1,1,1,NA,5,8,1,1,20000,240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2000,Mar-00,200,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,NA,2.00E+05,1000,50000,0.25,250,0,0,Records do not existPe tye,NA,NA,3,5000,0,0,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,0,0,100,1,2017,Jun-17,OtherMukene,VILLAGE HEALTH TEAM (V.H.T),0,NA,0,1,0,1,1,2,GOOD INTERVIEW,125,1,1,1,1,1,1,23,240,2.7765,32.30773333,249,248.1013865,223.2601269,248.1013865,223.2601269,312.3941973,312.3941973,312.3941973,312.3941973,312.3941973,1214.468539,14.75663524,312.3941973,312.3941973,312.3941973,284.5334787,254.8221219,451.4820471,307.1839307
Wang Finn,24,25,US,6,3/1/18,Laroo,Pece Prison,Lukung,1,10,0,1,1,5.64,26,210us/ 105ppm,1,0,25,24,Wang Finn,24,WANG FINN,3,24/08,25,24,WANG FINN,1,1,NA,NA,NA,1,1,1,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,0,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,26,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,100,1,2017,Jun-17,OtherMukene,VILLAGE HEALTH TEAM (V.H.T),0,NA,0,1,0,1,1,2,GOOD INTERVIEW,125,1,1,1,1,1,1,24,253,2.777216667,32.31026667,261,206.2233745,218.8864721,206.2233745,206.2233745,206.2233745,206.2233745,206.2233745,206.2233745,206.2233745,1503.783524,14.0671897,206.2233745,206.2233745,206.2233745,283.7121015,215.1420802,283.7121015,215.1420802
Wang Pabbo PS,25,26,PS,5,3/1/18,Laroo,Pece Prison,Pece Prison,1,6,0,1,0,5.58,26.5,58us/ 29ppm,1,0,26,25,Wang Pabbo PS,25,WANG PABBO PS,6,13/9,25,25,WANG PABBO PS,1,1,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,ASK FOR HELP,1,NA,Don’t knowPe angeyo,400,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,1,1,NA,11.5,1,1,0,0,0,1,25,266,2.779433333,32.31251667,272,182.4657935,396.6079272,182.4657935,182.4657935,232.9886918,232.9886918,232.9886918,232.9886918,232.9886918,1837.42944,56.89640731,182.4657935,232.9886918,232.9886918,212.65549,212.65549,326.6744393,326.6744393
Wang Ojuru,26,27,PS,5,3/6/18,Laroo,agwee,limo,1,9,0,1,0,5.78,27.2,342us/170ppm,1,0,27,26,Wang Ojuru,26,WANG OJURU,4,25/8,25,26,WANG OJURU,1,1,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,Helped by others,1,NA,Don’t knowPe angeyo,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,90,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,0,0,0,0,1,interview went on well,34.5,1,1,0,0,0,1,26,216,2.7767,32.30351667,228,106.2750667,223.0106083,106.2750667,106.2750667,260.7378442,260.7378442,260.7378442,260.7378442,260.7378442,834.0270649,17.8777647,409.074977,409.074977,409.074977,165.9414431,157.1039328,378.14721,236.2253148
Wang Okwir,27,28,US,6,3/6/18,Laroo,agwee,limo,1,7,0,1,0,5.72,27.1,211us/106ppm,1,0,28,27,Wang Okwir,27,WANG OKWIR,4,25/08,26,27,WANG OKWIR,1,1,NA,1,NA,0,1,NA,NA,7,6,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2000,2000,30,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,NA,1,1,NA,125,1,1,1,1,1,0,27,227,2.777333333,32.30566667,237,248.1013865,275.8405354,248.1013865,248.1013865,489.8035316,489.8035316,248.1013865,248.1013865,248.1013865,1064.811639,13.21259085,249.5231392,249.5231392,249.5231392,262.5218142,257.8216871,329.1426858,257.8216871
Wang Ojara,28,29,BHWHP,1,3/5/18,Laroo,Pece Prison,Pece Prison,1,6,0,1,0,5.81,26.3,91us/ 45ppm,1,1,29,28,Wang Ojara,28,WANG OJARA,5,24/08,28,28,WANG OJARA,1,1,1,NA,NA,0,1,NA,NA,1,2,0,NA,NA,NA,0,1,1,NA,NA,NA,3,1,NA,2,0,NA,1,0,NA,0,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,27/7/2018,14,75000,1,NA,NA,NA,1,1,3,4,NA,NA,NA,Send children,1,1998,24/8/1998,80,1,19,0.2375,1,1,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,19,80000,1000,50000,0.625,625,3,1,1,17000,212.5,4,NA,1,2,NA,317000,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,98,0,NA,NA,NA,NA,0,NA,0,1,0,3,NA,3,NA,0,0,0,0,0,0,0,28,337,2.776966667,32.326,339,332.9761997,352.3763197,332.9761997,332.9761997,332.9761997,332.9761997,332.9761997,332.9761997,332.9761997,3178.675623,47.56908342,335.0517281,335.0517281,335.0517281,388.0355607,340.1347492,388.0355607,340.1347492
